episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
890, -3495.5245414972305, 3, 15.164525632997538, 473, 754298,                                             754298, 0.0, 2104.87890625
891, 1925.4540973305702, 1, 6.628614286000811, 195, 754493,                                             754493, 0.0, 2458.206298828125
892, -7654.95511585474, 4, 56.71316062000187, 1763, 756256,                                             756256, 0.0, 2976.222412109375
893, 1192.637754023075, 1, 19.460430035000172, 591, 756847,                                             756847, 0.0, 2277.25244140625
894, -744.7155432999134, 1, 30.843102532002376, 961, 757808,                                             757808, 0.0, 2717.44384765625
895, 1203.8465373814106, 1, 26.4056410230005, 818, 758626,                                             758626, 0.0, 2928.137451171875
896, -6346.051822721958, 1, 51.17110786100238, 1552, 760178,                                             760178, 0.0, 2818.828369140625
897, -4573.184282422066, 2, 5.18693501099915, 158, 760336,                                             760336, 0.0, 3442.359619140625
898, 592.4271401166916, 1, 20.888865919001546, 641, 760977,                                             760977, 0.0, 2819.730224609375
899, -4697.277341544628, 2, 26.55286227599936, 814, 761791,                                             761791, 0.0, 3253.041259765625
900, 1776.1307627856731, 1, 12.324427561001357, 367, 762158,                                             762158, 0.0, 2892.581298828125
901, -330.2550593018532, 1, 22.614725375999114, 695, 762853,                                             762853, 0.0, 2680.568359375
902, -6772.117629796267, 1, 51.423993925000104, 1581, 764434,                                             764434, 0.0, 2888.2568359375
903, 1306.276486247778, 1, 12.753068842001085, 401, 764835,                                             764835, 0.0, 2395.650146484375
904, -118.77367123961449, 1, 16.960174277999613, 518, 765353,                                             765353, 0.0, 2747.817138671875
905, -215.29385548830032, 1, 19.851582330000383, 611, 765964,                                             765964, 0.0, 2676.805908203125
906, -3954.4900718033314, 1, 48.45701072600059, 1481, 767445,                                             767445, 0.0, 2958.687744140625
907, -7824.511758804321, 4, 57.038975431001745, 1759, 769204,                                             769204, 0.0, 2674.5283203125
908, -5688.816368639469, 1, 55.007780611998896, 1714, 770918,                                             770918, 0.0, 2525.259033203125
909, -2877.297369480133, 2, 5.205395352997584, 152, 771070,                                             771070, 0.0, 2429.79052734375
910, 1907.0632621645927, 1, 10.66536538299988, 330, 771400,                                             771400, 0.0, 2641.40185546875
911, 523.8361426591873, 1, 22.058628890001273, 688, 772088,                                             772088, 0.0, 3147.80224609375
912, -5946.72586864233, 2, 32.03872778399818, 978, 773066,                                             773066, 0.0, 2920.008544921875
913, -5511.529766559601, 3, 21.29309508300139, 652, 773718,                                             773718, 0.0, 2328.634033203125
914, 2063.5388653576374, 1, 9.64754061200074, 290, 774008,                                             774008, 0.0, 2757.09814453125
915, -9259.02754843235, 2, 31.78105258099822, 971, 774979,                                             774979, 0.0, 2577.62451171875
916, -3663.124757885933, 2, 13.738442178000696, 416, 775395,                                             775395, 0.0, 2824.890625
917, 1751.5500663518906, 1, 13.317278639999131, 395, 775790,                                             775790, 0.0, 2940.31201171875
918, -5696.916652083397, 3, 16.23329942900091, 494, 776284,                                             776284, 0.0, 2807.194580078125
919, -3443.673964738846, 3, 14.756444711998483, 443, 776727,                                             776727, 0.0, 2615.648681640625
920, 62.92824465036392, 1, 19.853470129000925, 608, 777335,                                             777335, 0.0, 2564.226806640625
921, -5132.575121283531, 2, 11.827938162001374, 358, 777693,                                             777693, 0.0, 2869.545654296875
922, 977.0894399285316, 1, 13.984687755000778, 440, 778133,                                             778133, 0.0, 3477.159423828125
923, -3094.440964460373, 3, 5.212567177000892, 143, 778276,                                             778276, 0.0, 1298.7332763671875
924, -619.9638452529907, 1, 22.095190885000193, 685, 778961,                                             778961, 0.0, 2670.1640625
925, 1652.8245704472065, 1, 12.332739516998117, 379, 779340,                                             779340, 0.0, 1913.4488525390625
926, 1247.7312155365944, 1, 17.852449975001946, 544, 779884,                                             779884, 0.0, 3018.922119140625
927, -734.9451146423817, 1, 31.670673407999857, 955, 780839,                                             780839, 0.0, 2655.617919921875
928, -9990.505965411663, 4, 57.59312040200166, 1757, 782596,                                             782596, 0.0, 2745.6044921875
929, 85.07390868663788, 1, 18.673341857000196, 573, 783169,                                             783169, 0.0, 2593.390869140625
930, -8643.096841216087, 2, 36.14323810199858, 1092, 784261,                                             784261, 0.0, 2894.279296875
931, -1516.432002723217, 1, 28.556115308998415, 878, 785139,                                             785139, 0.0, 3246.63818359375
932, -3173.6160197257996, 2, 4.580330662996857, 137, 785276,                                             785276, 0.0, 2955.088134765625
933, -5217.912299096584, 2, 16.23421971100106, 496, 785772,                                             785772, 0.0, 3056.263427734375
934, -3989.3388991951942, 2, 12.09477435000008, 362, 786134,                                             786134, 0.0, 2522.666259765625
935, 368.60752508044243, 1, 18.041814267999143, 562, 786696,                                             786696, 0.0, 2326.12255859375
936, -3422.6624085903168, 2, 8.252181660001952, 246, 786942,                                             786942, 0.0, 3040.3232421875
937, 2214.080102264881, 1, 4.989511495998158, 151, 787093,                                             787093, 0.0, 3514.841796875
938, -4544.315131187439, 2, 16.377930116999778, 506, 787599,                                             787599, 0.0, 3295.634765625
939, 1459.468390494585, 1, 14.400771567001357, 439, 788038,                                             788038, 0.0, 3487.85791015625
940, -6562.01827788353, 4, 56.83844865100036, 1745, 789783,                                             789783, 0.0, 2853.254150390625
941, -8665.50075173378, 3, 54.19596157699925, 1662, 791445,                                             791445, 0.0, 2560.5888671875
942, 247.37978893518448, 1, 19.494904122999287, 600, 792045,                                             792045, 0.0, 3257.388427734375
943, 1533.2763395905495, 1, 11.4847813209999, 358, 792403,                                             792403, 0.0, 3039.51953125
944, -1081.2409549951553, 1, 28.989416568998422, 887, 793290,                                             793290, 0.0, 3023.192138671875
945, -265.014439702034, 1, 31.71312338899952, 964, 794254,                                             794254, 0.0, 3036.880859375
946, 1330.8119786977768, 1, 14.39026788100091, 443, 794697,                                             794697, 0.0, 3349.782470703125
947, -2635.916785866022, 1, 37.331516512000235, 1131, 795828,                                             795828, 0.0, 2861.629150390625
